place_name,keywords,data_type,theme_id,open_info,fee,info,contact,address,coordinate_y,coordinate_x,주차
공항동문화체육센터,"문화 예술, 여름",seoul,100765,,"*(월 자유수영) 성인: 58,000원/청소년: 48,000원/어린이: 35,000원

*(일일 자유수영)

(월~금) 성인:3,500원/청소년: 2,400/어린이: 1,900원

(토) 성인: 5,500원/청소년 4,400원/어린이: 3,500원",,,서울특별시 강서구 송정로 45,37.55885,126.81012,
관악구 낙성대공원 어린이물놀이장,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 관악구 낙성대로 77,37.4715,126.9597,
광나루 고덕나들목 (보차도),여름,seoul,100765,,,,,서울특별시 강동구 고덕동  365-17,37.56969782,127.1565938,
광나루 나루터길 나들목 (보도),"여름, 힐링",seoul,100765,,,,,서울특별시 강동구 천호동  344-2,37.54698249,127.1212459,
광나루 암사나들목1 (차도),여름,seoul,100765,,,,,서울특별시 강동구 암사동  613-14,37.55356646,127.123486,
광나루 암사나들목2 (보도),여름,seoul,100765,,,,,서울특별시 강동구 암사동  613-14,37.5540574,127.1235886,
광나루 올림픽대교(남단) 승강기,여름,seoul,100765,,,,,서울특별시 송파구 신천동  255-1,37.52994862,127.1077948,
광나루 즈믄길나들목 (보차도),"여름, 힐링",seoul,100765,,,,,서울특별시 강동구 천호동  350-2,37.54631378,127.1209647,
광나루 풍납나들목 (보도),여름,seoul,100765,,,,,서울특별시 송파구 풍납동  424,37.52859188,127.1085961,
광나루 풍납토성 나들목 (보도),여름,seoul,100765,,,,,서울특별시 송파구 풍납동  214-17,37.53569505,127.1123062,
광나루 한강공원(광진교 남단 잔디마당),"여름, 힐링",seoul,100765,,,,,서울특별시 강동구 천호동  481-6,37.5426,127.1172,
광진구민체육센터,여름,seoul,100765,,"- 성인 3,500원

- 청소년 2,500원

- 어린이 2,000원",,,서울특별시 광진구 구천면로 14,37.54601,127.10685,
광진문화예술회관,"문화 예술, 여름",seoul,100765,,"- 성인 3,500원

- 청소년 2,500원

- 어린이 2,000원",,,서울특별시 광진구 능동로 76,37.53758,127.07059,
광화 워터파크(물놀이공간),"액티비티, 여름",seoul,100765,,무료,,,서울특별시 종로구 세종대로 172,37.57134981,126.9767668,
구로구민체육센터,여름,seoul,100765,,"자유수영 (주말)

성인 4천5백원

청소년 3천5백원

어린이 2천5백원

※강습 프로그램별 회비 별도확인",,,서울특별시 구로구 고척로45길 39,37.5066,126.85329,
구룡근린공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 마포구 월드컵북로 456,37.58272415,126.8837418,
구릉공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 중랑구 신내역로 174,37.61727632,127.1096625,
구산동마을공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 은평구 서오릉로17길 2-9,37.6146,126.9085,
구의공원 물놀이장,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 광진구 광나루로56길 86,37.5371,127.0946,
궁동생태공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 구로구 궁동  44,37.50132242,126.8287362,
궁동종합사회복지관 수영장,"액티비티, 여름",seoul,100765,,"- 성인수영/주3회 : 60,000원

- 성인수영/주2회 : 50,000원

- 아동수영/주3회 : 50,000원

- 아동수영/주2회 : 40,000원

- 아쿠아로빅/주3회 : 55,000원

- 아쿠아로빅/주2회 : 45,000원

- 자유수영/주5회 : 60,000원

- 자유수영/주3회 : 36,000원

- 자유수영/주2회 : 24,000원

- 자유수영/일일권 : 성인 5천원, 아동 4천원",,,서울특별시 구로구 오리로22길 5,37.49913,126.82956,
그늘막 텐트 설치 위치_광나루 한강공원,"여름, 힐링",seoul,100765,,,,,서울특별시 강동구 천호동  351-1,37.545406,127.11875,
그늘막 텐트 설치 위치_뚝섬 한강공원,"여름, 힐링",seoul,100765,,,,,서울특별시 광진구 자양동  435,37.5294,127.07031,
그늘막 텐트 설치 위치_반포 한강공원_1,"여름, 힐링",seoul,100765,,,,,서울특별시 서초구 한강남자전거길 2262,37.51295497,127.000934,
그늘막 텐트 설치 위치_반포 한강공원_2,"여름, 힐링",seoul,100765,,,,,서울특별시 서초구 한강남자전거길 2172,37.50904336,126.9933778,
그늘막 텐트 설치 위치_여의도 한강공원_1,"여름, 힐링",seoul,100765,,,,,서울특별시 영등포구 한강남자전거길 1451,37.53128185,126.9286606,
그늘막 텐트 설치 위치_여의도 한강공원_2,"여름, 힐링",seoul,100765,,,,,서울특별시 영등포구 여의도동  85,37.52517437,126.9357521,
그늘막 텐트 설치 위치_이촌 한강공원,"여름, 힐링",seoul,100765,,,,,서울특별시 용산구 이촌동  363-1,37.51584199,126.9790662,
그늘막 텐트 설치 위치_잠실 한강공원,"여름, 힐링",seoul,100765,,,,,서울특별시 송파구 한가람로 65,37.519238,127.09148,
그늘막 텐트 설치 위치_잠원 한강공원,"여름, 힐링",seoul,100765,,,,,서울특별시 서초구 잠원동  147-1,37.5226,127.01251,
금나래중앙공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 시흥대로79길 53,37.4576,126.8951,
금천 퐁당퐁당 어린이물놀이장,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 금천구 가산동  707,37.4649,126.8863,
금천녹색광장 바닥분수,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 금천구 시흥대로40길 150,37.4469,126.9115,
길마어린이공원 쿨링포그,"여름, 힐링",seoul,100765,,,,,서울특별시 은평구 연서로21길 11,37.6149,126.916,
꿈누리어린이공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 중구 신당동  851-9,37.5606,127.0206,
난지 가양대교(북단) 승강기,여름,seoul,100765,,,,,서울특별시 마포구 상암동  496-110,37.57431917,126.8646671,
난지 거울분수,"액티비티, 여름",seoul,100765,,"난지한강공원 거울분수는 1만2300㎡ 규모의 바닥분수(물높이 30m)로 바닥분수를 가동하지 않을 경우 물을 담수해(수심 3㎝) 거울 연못으로 활용하며, 가을철 노을ㆍ하늘공원의 억새풀 광장과 월드컵 경기장을 둘러보는 가족나들이 장소입니다.",,,서울특별시 마포구 상암동  1536-1,37.55969722,126.8893915,
난지 물놀이장,"액티비티, 여름",seoul,100765,,,,,서울특별시 마포구 상암동  482-182,37.564,126.8794,
난지 물놀이장분수,"액티비티, 여름",seoul,100765,,난지한강공원 강변물놀이장에 설치된 물놀이장 분수는 다양한 음악에 어울리는 분수연출로 화려하고 생동감 넘치는 분수로서 물놀이장과 연계하여 가족나들이 및 어린이 물놀이 장소로 최적의 장소입니다.,,,서울특별시 마포구 상암동  482-182,37.56405881,126.8793995,
난지 수변생태학습센터 승강기,여름,seoul,100765,,,,,서울특별시 마포구 상암동  498-1,37.57211021,126.8693038,
난지 야생탐사센터 승강기,여름,seoul,100765,,,,,서울특별시 마포구 한강난지로 22,37.5702668,126.8726265,
난지나들목 (보차도),여름,seoul,100765,,,,,서울특별시 마포구 상암동  482-309,37.5714585,126.870791,
노들나루공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 동작구 노량진로 247,37.5136,126.954,
노량 어린이 물총대첩,여름,seoul,100765,,,,,서울특별시 동작구 노들로 688,37.5152,126.942,
느티나무어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 시흥동  817,37.4561,126.9067,
느티울,여름,seoul,100765,,무료,,,서울특별시 노원구 상계동  741-1,37.6492,127.0581,
늘푸른공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 중랑구 면목동  162-22,37.5831,127.08,
능산공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 중랑구 신내로 150,37.6122,127.0973,
다락원체육공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 도봉구 도봉동  8-1,37.69132388,127.0474131,
다산어린이공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 중구 다산로42다길 18,37.5638,127.0187,
다솔어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 공항동  1361,37.5545,126.8184,
달님어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 양재대로112길 52,37.53622275,127.1426119,
당고개지구,여름,seoul,100765,,무료,,,서울특별시 노원구 상계로 273,37.669,127.077,
대방공원(노량진근린공원),"여름, 힐링",seoul,100765,,무료,,,서울특별시 동작구 여의대방로36길 71,37.5076,126.9274,
대방공원(노량진근린공원),"여름, 힐링",seoul,100765,,무료,,,서울특별시 동작구 상도동  산 4-69,37.5038,126.9327,
대조어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 은평구 연서로22길 9-30,37.6154,126.9199,
대흥어린이공원,"여름, 힐링",seoul,100765,,,,,서울특별시 마포구 대흥동  660-1,37.5436888,126.9435777,
덕의근린공원 물놀이장,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 구로구 중앙로15길 72,37.5068,126.8564,
도레미어린이공원 물레방아,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 방화대로42길 36,37.5717,126.8193,
도심 속 워터파크(용마폭포공원),"여름, 힐링",seoul,100765,,무료,,,서울특별시 중랑구 용마산로 250-12,37.573,127.091,
독산2동 마을공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 시흥대로98길 27,37.4639,126.8993,
동대문구 장안1 수변공원 물놀이장,"액티비티, 여름, 힐링",seoul,100765,,무료|,,,서울특별시 동대문구 장안동 19-6,37.5686,127.0764,
동산어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 독산로54길 247,37.4728,126.9059,
동작구민체육센터,여름,seoul,100765,,"- 성인 4,400원

- 청소년 3,300원

- 어린이 2,700원

(평일 일일이용 1시간 기준) ",,,서울특별시 동작구 여의대방로16길 53,37.49472,126.91675,
동작삼일수영장,"액티비티, 여름",seoul,100765,,"- 성인 4,400원

- 청소년 3,300원

- 어린이 2,700원

(평일 일일이용 1시간 기준) ",,,서울특별시 동작구 사당로27길 103,37.48734,126.97441,
동작주차공원 물놀이장,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 동작구 현충로 213,37.50307,126.97794,
동화어린이공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 중구 신당동  852-4,37.5602,127.0181,
두리어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 고덕동  691-2,37.55826697,127.149125,
두리어린이공원(비접촉형),"여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 고덕동  690-3,37.55911048,127.1490679,
둑방공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 중랑구 면목동  1508-7,37.5827,127.0841,
둔촌어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 둔촌동  79-4,37.53144928,127.1433109,
둔촌폭포(비접촉형),여름,seoul,100765,,무료,,,서울특별시 강동구 둔촌동  산 88-1,37.53764702,127.1525405,
둘리쌍문근린공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 도봉구 쌍문동  267,37.65227209,127.0272572,
들국화,여름,seoul,100765,,무료,,,서울특별시 노원구 중계동  501,37.6442,127.0615,
뚝섬 강변나들목 (보도),여름,seoul,100765,,,,,서울특별시 광진구 구의동  624-5,37.5311175,127.092014,
뚝섬 낙천정나들목 (보차도),여름,seoul,100765,,,,,서울특별시 광진구 자양동  704-6,37.52724214,127.0843786,
뚝섬 낙천정나들목 승강기,여름,seoul,100765,,,,,서울특별시 광진구 자양동  760,37.52769074,127.0838756,
뚝섬 노유나들목 (보차도),여름,seoul,100765,,,,,서울특별시 광진구 강변북로 2202,37.53127883,127.0664085,
뚝섬 물보라극장분수(스크린),"액티비티, 여름",seoul,100765,,"뚝섬한강공원 한강 물위에 워터스크린을 설치함으로써 분수 연출과 영상물 감상을 동시에 할 수 있도록 한 시설물로서, 뚝섬한강공원을 방문한 시민들이 한강의 탁 트인 공간에서 펼쳐지는 다양한 영상이미지를 감상할 수 있도록 특별한 기회를 부여하고 있습니다.

2021년에는 뚝섬 오로라 분수를 추가 설치함으로써, 뚝섬 한강공원을 방문한 시민들에게 경사, 고사 분수 연출을 더하였습니다.",,,서울특별시 광진구 자양동  427-6,37.52825491,127.0696322,
뚝섬 벽천나들목 (보도),여름,seoul,100765,,,,,서울특별시 광진구 강변북로 2202,37.53203071,127.063148,
뚝섬 벽천분수,"액티비티, 여름",seoul,100765,,,,,서울특별시 광진구 자양동  158-17,37.53247043,127.0615125,
뚝섬 서울숲나들목(보도),"여름, 힐링",seoul,100765,,,,,서울특별시 성동구 성수동1가  701-1,37.54036762,127.0350823,
뚝섬 성덕정나들목 (보도),여름,seoul,100765,,,,,서울특별시 성동구 성수동1가  488-9,37.53712505,127.0452922,
뚝섬 성수구름다리 승강기(도로쪽),"여름, 핫플레이스",seoul,100765,,,,,서울특별시 성동구 강변북로 257,37.53869397,127.042125,
뚝섬 성수구름다리 승강기(한강쪽),"여름, 핫플레이스",seoul,100765,,,,,서울특별시 성동구 성수동1가  700-1,37.53805447,127.041525,
뚝섬 성수대교(북단) 승강기,"여름, 핫플레이스",seoul,100765,,,,,서울특별시 성동구 성수동1가  701-1,37.54023473,127.035071,
뚝섬 수레나루나들목 (보도),여름,seoul,100765,,,,,서울특별시 성동구 성수동1가  696-3,37.53625446,127.0481486,
뚝섬 영동대교(북단) 승강기,여름,seoul,100765,,,,,서울특별시 성동구 성수동2가  158-4,37.53316377,127.0586686,
뚝섬 오로라분수,"액티비티, 여름",seoul,100765,,,,,서울특별시 광진구 강변북로 2278,37.52814754,127.0695748,
뚝섬 올림픽대교(북단) 승강기,여름,seoul,100765,,,,,서울특별시 광진구 구의동  561,37.53732555,127.1001229,
"뚝섬 자벌레 승강기1, 2",여름,seoul,100765,,,,,서울특별시 광진구 강변북로 2202,37.5305391,127.0659135,
"뚝섬 자벌레 승강기3, 4",여름,seoul,100765,,,,,서울특별시 광진구 강변북로 2202,37.53007897,127.0651177,
뚝섬 자양나들목 (보차도),여름,seoul,100765,,,,,서울특별시 광진구 강변북로 2273,37.52923103,127.0744307,
뚝섬 자양중앙나들목 (보차도),여름,seoul,100765,,,,,서울특별시 광진구 자양동  704-5,37.52795852,127.0776876,
뚝섬 조형물분수,"액티비티, 여름",seoul,100765,,,,,서울특별시 광진구 자양동  435,37.5280093,127.0739852,
뚝섬 청구아파트나들목 (보도),여름,seoul,100765,,,,,서울특별시 성동구 둘레길 61-1,37.53442922,127.0549359,
뚝섬 한강공원 음악분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 광진구 자양동  435,37.52967491,127.0697315,
뚝섬 한신아파트나들목 (보도),여름,seoul,100765,,,,,서울특별시 성동구 둘레길 61-1,37.534885,127.0532476,
뚝섬나들목 (보도),여름,seoul,100765,,,,,서울특별시 광진구 강변북로 2202,37.53124693,127.0670533,
뚝섬한강공원 수영장,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 광진구 자양동  112,37.52967368,127.0677344,
마곡레포츠센터,여름,seoul,100765,,"*성인: 58,000원/청소년: 48,000원/어린이: 35,000원",,,서울특별시 강서구 양천로 251,37.57316,126.83215,
마곡지구근린공원4호,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 양천로 291,37.57218013,126.8366517,
마포새빛문화숲,"문화 예술, 여름, 힐링",seoul,100765,,무료,,,서울특별시 마포구 토정로 56,37.54410224,126.9191373,
마포아트센터 수영장,"액티비티, 여름",seoul,100765,,유료,,,서울특별시 마포구 대흥로20길 28,37.54989,126.94554,
만남의 광장 물놀이장,"액티비티, 여름",seoul,100765,,,,,서울특별시 강북구 삼양로173길 116-20,37.6617,127.007,
망우역 앞 바닥분수,"액티비티, 여름",seoul,100765,,,,,서울특별시 중랑구 상봉동  500-1,37.5986,127.0923,
망원 마포나들목 (보도),여름,seoul,100765,,,,,서울특별시 마포구 토정동  136-1,37.53864158,126.9407727,
망원 마포새빛문화숲(옛 당인리발전소) 승강기,"문화 예술, 여름, 힐링",seoul,100765,,,,,서울특별시 마포구 당인동  312-1,37.54293127,126.9195133,
망원 마포종점 나들목 (보도),여름,seoul,100765,,,,,서울특별시 마포구 마포동  419-3,37.53503203,126.9432392,
망원 마포종점나들목 승강기,여름,seoul,100765,,,,,서울특별시 마포구 마포동  379,37.53536785,126.9436576,
망원 망원나들목1 (차도),여름,seoul,100765,,,,,서울특별시 마포구 마포나루길 407,37.55493255,126.8963679,
망원 망원나들목2 (보도) - 래빗뮤지엄1호,여름,seoul,100765,,,,,서울특별시 마포구 망원동  462-8,37.5557395,126.8970119,
망원 상수나들목 (보도),여름,seoul,100765,,,,,서울특별시 마포구 상수동  283-2,37.54444891,126.9255429,
망원 서강대교(북단) 승강기,여름,seoul,100765,,,,,서울특별시 마포구 신정동  145-3,37.54345791,126.9293798,
망원 양화대교(북단) 승강기,여름,seoul,100765,,,,,서울특별시 마포구 합정동  352-5,37.5463823,126.907492,
망원 토정나들목 (보도),여름,seoul,100765,,,,,서울특별시 마포구 용강동  118-4,37.54082595,126.9396847,
망원 현대차서비스앞 구름다리 승강기 (한강 방향),여름,seoul,100765,,,,,서울특별시 용산구 원효로4가  118-20,37.53103725,126.950845,
망원 현대차서비스앞 구름다리 승강기(도로 방향),여름,seoul,100765,,,,,서울특별시 용산구 원효로4가  118-54,37.53127172,126.9513512,
망원 현석나들목 (보도),여름,seoul,100765,,,,,서울특별시 마포구 현석동  218,37.54191928,126.9329484,
망원서울함(성산) 나들목 (보도),여름,seoul,100765,,,,,서울특별시 마포구 마포나루길 407,37.55374908,126.8979086,
매바위어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 은평구 응암동  767-1,37.5959,126.9196,
매헌시민의숲 바닥분수 및 계류,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 서초구 매헌로 99,37.47304,127.03699,
면목동 수경공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 중랑구 면목동  1031-45,37.5867,127.0742,
명량분수,"액티비티, 여름",seoul,100765,,,,,서울특별시 종로구 세종대로 172,37.57082345,126.9769743,
명일근린공원 상일동산(비접촉형),"여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 상일동  산 26-9,37.54914279,127.1653091,
명일근린공원 파믹스센터(비접촉형),"여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 고덕로 314,37.55570116,127.1609265,
목화마을마당 물놀이장,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 영등포구 문래동3가  94-1,37.5193,126.8899,
목화어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 독산동  883-9,37.4774,126.9073,
무아래어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 가산동  234-29,37.4734,126.8933,
문화촌어린이공원,"문화 예술, 여름, 힐링",seoul,100765,,무료,,,서울특별시 서대문구 간호대로3길 36-6,37.59517,126.94738,
미아8구역 바닥분수,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 강북구 미아동  811-10,37.6182,127.019,
미아9-1어린이공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 강북구 미아동  1369-1,37.621,127.0333,
바닥우물,여름,seoul,100765,,,,,서울특별시 종로구 세종로  80-12,37.57286091,126.9765608,
반곡어린이공원 물놀이터,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 양천구 신월동  230-1,37.52926961,126.8354744,
반포 달빛무지개분수,"액티비티, 여름",seoul,100765,,"달빛무지개분수는 한강르네상스의 핵심적인 사업으로 2007년 6월 시작하여 2009년 4월 개막식을 통해 유유히 흐르는 한강의 정적인 이미지에 웅장하고 역동적인 이미지를 담은 교량분수로 화려하게 탄생하였습니다. 서울 한강만이 가지고 있는 넓은 강폭(약700m) 전체를 연출하기 위해 반포대교 구간의 상·하류측 1,140m 구간에 낙하용 수중펌프를 이용하고 음악에 맞추어 물을 분사하여 연출합니다. 단순히 물만 내뿜는 것이 아니라 배경음악과 분수연출이 아름답고 조화롭게 어우러지도록 프로그램을 구성하고 야간에는 경관조명을 이용하여 환상적인 한강의 야경을 보여줍니다.



2008년 11월 7일 기네스협회에 『세계에서 가장 긴 교량분수』로 등록을 하였으며 시향연주회, 무용발표회, 창장음악회 및 개막식, 그랜드오픈행사시 보여준 달빛무지개 분수연출은 새로운 문화공간 및 관광지로서 가능성을 증명하였습니다.

한강의 르네상스의 꽃 달빛무지개분수는 한강의 새로운 명소, 아름다운 음악과 풍경이 어우러진 사랑의 공간으로 새로운 생활문화가 창조되는 아름다운 추억의 장소로 시민 여러분의 가슴속에 아로새겨질 것입니다.",,,서울특별시 서초구 반포동  647,37.51381016,126.9970387,
반포 동작대교(남단) 상류 승강기,여름,seoul,100765,,,,,서울특별시 서초구 동작대로 350,37.50577055,126.9809825,
반포 동작대교(남단) 하류 승강기,여름,seoul,100765,,,,,서울특별시 동작구 동작대로 335,37.50584476,126.9802389,
반포 반포나들목 (보도),여름,seoul,100765,,,,,서울특별시 서초구 잠원동  122-2,37.51202279,127.0017051,
반포 반포안내센터나들목 (보도),여름,seoul,100765,,,,,서울특별시 서초구 한강남자전거길 2172,37.5075761,126.9923515,
반포 서래섬나들목 (보도),여름,seoul,100765,,,,,서울특별시 서초구 반포동  1338,37.5062738,126.9881896,
반포 세빛섬나들목(보도),여름,seoul,100765,,,,,서울특별시 서초구 반포동  115-2,37.507251,126.992564,
발산근린공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 마곡중앙로 13,37.555,126.825,
방학사계광장,여름,seoul,100765,,무료,,,서울특별시 도봉구 방학동  710,37.66238791,127.042968,
방화근린공원 계류연못,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 금낭화로 178,37.5817,126.8123,
방화근린공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 금낭화로 178,37.5817,126.8123,
백석어린이공원 물놀이터,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 양천구 목동중앙북로8길 76,37.54519463,126.8650498,
벌말근린공원 이동식 물놀이장,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 아리수로94길 80,37.5599,127.1766,
별자리광장바닥분수,"액티비티, 여름",seoul,100765,,,,,서울특별시 마포구 증산로 32,37.5639072,126.8930201,
별장길어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 시흥동  925-32,37.4481,126.9086,
볏골어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 까치산로4길 22,37.5414,126.8444,
보광 보광나들목(보도),여름,seoul,100765,,,,,서울특별시 용산구 보광동  87-3,37.524692,127.002173,
복사꽃어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 마포구 마포대로4길 11-2,37.53901374,126.9462863,
"복주산근린공원 
바닥분수","액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 서대문구 북아현동  1012-1,37.56162611,126.9544006,
봉수대공원 물놀이장,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 중랑구 상봉동  산 4-1,37.6071,127.0912,
봉제산 자연체험학습원 8자우물,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 강서구 화곡동  산 41-6,37.5423,126.8521,
봉제산 자연체험학습원 물레방아,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 강서구 화곡동  산 41-6,37.5423,126.8521,
봉제산 자연체험학습원 습지생태원,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 강서구 화곡동  산 41-6,37.5423,126.8521,
봉제산 태양광장 물놀이터,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 강서구 화곡동  476,37.5379,126.8552,
부장천어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 금천구 시흥동  893,37.4532,126.9041,
북서울꿈의숲 수경시설(물놀이장),"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 강북구 월계로 173,37.6221,127.0382,
북서울꿈의숲 수경시설(미러폰드),"여름, 힐링",seoul,100765,,,,,서울특별시 강북구 월계로 173,37.621888,127.041195,
북서울꿈의숲 수경시설(점핑분수),"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 강북구 월계로 173,37.62026,127.04434,
"북성어린이공원
바닥분수","액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 서대문구 북아현동  1013-4,37.55855338,126.9516215,
불광천 쿨링포그,여름,seoul,100765,,,,,서울특별시 은평구 응암동  123-35,37.595,126.9153,
비석골,여름,seoul,100765,,무료,,,서울특별시 노원구 초안산로5길 74,37.63078,127.0486713,
사당문화회관,"문화 예술, 여름",seoul,100765,,"- 성인 4,400원

- 청소년 3,300원

- 어린이 2,700원

(평일 일일이용 1시간 기준) ",,,서울특별시 동작구 사당로8길 9,37.48472,126.96962,
산마루놀이터,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 종로구 창신동  23-350,37.5755,127.0124,
살곶이물놀이장,"액티비티, 여름",seoul,100765,,"입장료 무료 
평상 등 편의시설 유료",,,서울특별시 성동구 용답동  222-2,37.5544,127.0504,
삼각지 바닥분수,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 용산구 백범로 404,37.5356,126.9742,
삼개어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 마포구 토정로37길 22,37.54104411,126.9453203,
삼양마을마당 바닥분수,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 강북구 삼양로47길 15,37.62294515,127.0182244,
삿갓봉공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 노원구 한글비석로 346,37.65794,127.07619,
상계공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 노원구 동일로227길 106,37.6695,127.0504,
상도3동 마을공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 동작구 상도동  산 76-3,37.4932,126.9354,
상봉동소공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 중랑구 상봉동  6-9,37.6035,127.0932,
상상굴뚝놀이터,"액티비티, 여름",seoul,100765,,무료,,,서울특별시 종로구 자하문로19길 18-6,37.5829,126.9688,
상징 가로공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강동구 성내동  451-3,37.52818822,127.1197347,
새벗어린이공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 등촌동  688-3,37.5607,126.8402,
새싹어린이교통공원,"여름, 힐링",seoul,100765,,무료,,,서울특별시 강서구 양천로14길 85,37.5698,126.8095,
색동어린이공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 강북구 삼양로80나길 56,37.633,127.0205,
샘물탁자,여름,seoul,100765,,,,,서울특별시 종로구 세종대로 175,37.57249141,126.9765719,
샘터어린이공원 바닥분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 중랑구 답십리로81길 35,37.57311336,127.0832937,
서강나루문화공원,"문화 예술, 여름, 힐링",seoul,100765,,무료,,,서울특별시 마포구 창전동  165-5,37.54527861,126.9310557,
서대문문화체육회관,"문화 예술, 여름",seoul,100765,,"유아(1,700원), 청소년(2,500원), 성인(3,500원)      ",,,서울특별시 서대문구 백련사길 39,37.58065,126.93141,
서빙고근린공원 안개분수,"액티비티, 여름, 힐링",seoul,100765,,무료,,,서울특별시 용산구 용산동5가  24-2,37.5243,126.9721,
서울광장 바닥분수,"액티비티, 여름",seoul,100765,,,,,서울특별시 중구 태평로2가  17-3,37.56519749,126.977642,
서울레저파크 어린이회관 야외수영장,"액티비티, 여름",seoul,100765,,"12,000원",,,서울특별시 광진구 광나루로 441,37.5458,127.0801,
서울어린이대공원 음악분수,"액티비티, 여름, 힐링",seoul,100765,,,,,서울특별시 광진구 능동로 216,37.5495,127.0782,
